id,title,genres,release_date,director,cast,vote_average,vote_count,popularity,runtime,overview,keywords,status,spoken_languages,production_companies,production_countries,budget,revenue
2041,Transformers: Dark of the Moon,"['Action', 'Science Fiction', 'Adventure']",2011-06-28,['Michael Bay'],"['Shia LaBeouf', 'John Malkovich', 'Ken Jeong', 'Frances McDormand', 'Josh Duhamel', 'Tyrese Gibson', 'Hugo Weaving', 'Leonard Nimoy', 'John Turturro', 'Rosie Huntington-Whiteley', 'Patrick Dempsey', 'Alan Tudyk', 'Peter Cullen', 'Glenn Morshower', 'Charlie Adler', 'Robert Foxworth', 'James Remar', 'Frank Welker', 'Jess Harnell', 'Tom Kenny', 'Reno Wilson', 'Ron Bottitta', 'Scott Krinsky', 'John DiMaggio', 'Julie White', 'Kevin Dunn', 'Keith Szarabajka', 'George Coe', 'Derek Miller', 'Katherine Sigismund', 'David Hill', 'Andrew Daly', 'Lester Speight', 'Buzz Aldrin', ""Bill O'Reilly"", 'Mark Ryan', 'Francesco Quinn', 'Frank Welker', 'Stephen Monroe Taylor']",6.1,3299,28.529607,154.0,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.","['moon', 'spacecraft', 'traitor', 'bodyguard', 'alien planet', 'based on cartoon', 'transformers', 'giant robot', 'sabotage', 'word domination', 'commando', 'duringcreditsstinger']",Released,['English'],"['Paramount Pictures', 'Di Bonaventura Pictures', 'Indochina Productions', 'Hasbro Studios']",['United States of America'],195000000,1123746996
2042,Transformers: Revenge of the Fallen,"['Science Fiction', 'Action', 'Adventure']",2009-06-19,['Michael Bay'],"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel', 'Rainn Wilson', 'Tyrese Gibson', 'John Turturro', 'Kevin Dunn', 'Julie White', 'Ramón Rodríguez', 'Isabel Lucas', 'Glenn Morshower', 'Hugo Weaving', 'Marc Evan Jackson', 'Peter Cullen', 'Arnold Chun', 'Katie Lowes', 'Mark Ryan', 'Reno Wilson', 'Jess Harnell', 'Robert Foxworth', 'André Sogliuzzo', 'Grey Griffin', 'Tony Todd', 'Charlie Adler', 'Frank Welker', 'Tom Kenny', 'Calvin Wimmer', 'John Di Crosta', 'Michael York', 'Kevin Michael Richardson', 'Robin Atkin Downes', 'John Eric Bentley', 'America Olivo', 'Michael Papajohn', 'Andrew Howard', 'Matthew Marsden', 'Deep Roy']",6.0,3138,21.939663,150.0,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.","['egypt', 'sun', 'chaos', 'symbol', 'artifact', 'transformers', 'tank', 'robot', 'imax', 'duringcreditsstinger']",Released,"['English', 'Español']","['Paramount Pictures', 'DreamWorks SKG', 'Amblin Entertainment', 'Di Bonaventura Pictures', 'Platinum Dunes', 'Hasbro Studios', 'Revolution Sun Studios']",['United States of America'],150000000,836297228
2043,Transporter 2,"['Action', 'Thriller', 'Crime']",2005-08-02,['Louis Leterrier'],"['Jason Statham', 'Amber Valletta', 'Kate Nauta', 'Alessandro Gassman', 'François Berléand', 'Robert Small', 'Matthew Modine', 'Jason Flemyng', 'Keith David', 'Ron Madoff']",6.2,1061,47.5612,87.0,"Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.","['martial arts', 'war on drugs', 'kidnapping', 'bodyguard', 'baby-snatching']",Released,"['English', 'Français', 'Italiano']","['Canal Plus', 'Twentieth Century Fox Film Corporation', 'Current Entertainment', 'TF 1 Film Productions', 'TPS Star', 'EuropaCorp', 'Revolution Sun Studios']","['France', 'United States of America']",32000000,85167639
2044,Transsiberian,"['Thriller', 'Crime', 'Mystery']",2008-01-18,['Brad Anderson'],"['Woody Harrelson', 'Emily Mortimer', 'Kate Mara', 'Eduardo Noriega', 'Thomas Kretschmann', 'Ben Kingsley', 'Etienne Chicot', 'Mac McDonald', 'Colin Stinton', 'Perlis Vaisieta', 'Mindaugas Papinigis', 'Mindaugas Capas', 'Visockaite Sonata', 'Larisa Kalpokaitė', 'Andrius Paulavičius', 'Larisa Kalpokaitė']",6.5,195,11.428903,111.0,A Trans-Siberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers.,"['china', 'married couple', 'backpacker', 'firearm', 'police', 'travel', 'snow', 'blood', 'cowardliness', 'train', 'drug', 'killer', 'siberia', 'moscow', 'trans-siberian railway']",Released,"['English', 'Français', '普通话', 'Pусский', 'Español']","['Lietuvos Kinostudija', 'Scout Productions', 'Telecinco Cinema', 'Castelao Producciones', 'Canal+ España', 'Future Films', 'Filmax International', 'Filmax Group', 'Universum Film (UFA)']","['Germany', 'Spain', 'United Kingdom', 'Lithuania']",15000000,5926410
2045,Trash,"['Adventure', 'Crime', 'Drama', 'Thriller']",2014-10-09,['Stephen Daldry'],"['Rickson Tevez', 'Eduardo Luis', 'Gabriel Weinstein', 'Rooney Mara', 'Selton Mello', 'Wagner Moura', 'Jesuíta Barbosa', 'Martin Sheen', 'André Ramiro', 'Stepan Nercessian', 'Nelson Xavier', 'José Dumont', 'Gisele Fróes', 'Daniel Zettel', 'Teca Pereira']",7.1,242,14.637357,112.0,"Set in Brazil, three kids who make a discovery in a garbage dump soon find themselves running from the cops and trying to right a terrible wrong.","['brazilian', 'drama', 'thriller']",Released,"['English', 'Português']","['O2 Filmes', 'Working Title Films', 'PeaPie Films']","['Brazil', 'United Kingdom']",0,0
2046,Treasure Planet,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",2002-11-26,"['Ron Clements', 'John Musker']","['Joseph Gordon-Levitt', 'Brian Murray', 'David Hyde Pierce', 'Emma Thompson', 'Michael Wincott', 'Martin Short', 'Laurie Metcalf', 'Roscoe Lee Browne', 'Patrick McGoohan', 'Dane A. Davis', 'Corey Burton', 'Michael McShane', 'Austin Majors', 'Tony Jay', 'Jack Angel', 'Bob Bergen', 'Rodger Bumpass', 'Jane Carr', 'John Cygan', 'Jennifer Darling', 'Paul Eiding', 'Sherry Lynn', 'Mona Marshall', 'Mickie McGowan', 'Patrick Pinney', 'Phil Proctor', 'Jeremy Suarez', 'Jim Ward']",7.2,948,38.924136,95.0,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms. But, soon, Jim realizes Silver is a pirate intent on mutiny!","['cyborg', 'based on novel', 'space marine', 'mutiny', 'loss of father', 'map', 'pirate gang', 'treasure hunt', 'little boy', 'space', 'alien', 'animation', 'money', 'treasure map', 'planet', 'troubled teen', 'space pirate']",Released,['English'],"['Walt Disney Pictures', 'Walt Disney Feature Animation']",['United States of America'],140000000,109578115
2047,Tremors,"['Action', 'Horror']",1990-01-19,['Ron Underwood'],"['Kevin Bacon', 'Fred Ward', 'Finn Carter', 'Michael Gross', 'Reba McEntire', 'Robert Jayne', 'Charlotte Stewart', 'Tony Genaro', 'Ariana Richards', 'Richard Marcus', 'Victor Wong', 'Sunshine Parker', 'Michael Dan Wagner', 'Conrad Bachmann', 'Bibi Besch']",6.6,864,32.579697,96.0,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.","['nevada', 'small town', 'tractor', 'stranded', 'cult favorite', 'tentacle', 'rural', 'graboids', 'seismologist', 'binoculars', 'man eaten by monster', 'giant worm']",Released,['English'],"['Universal Pictures', 'No Frills Film Production']",['United States of America'],11000000,48572000
2048,Triangle,['Horror'],2009-10-16,['Christopher Smith'],"['Melissa George', 'Liam Hemsworth', 'Emma Lung', 'Rachael Carpani', 'Michael Dorman', 'Joshua McIvor', 'Henry Nixon', 'Jack Taylor', 'Bryan Probets']",6.9,612,25.496926,99.0,"The story revolves around the passengers of a yachting trip in the Atlantic Ocean who, when struck by mysterious weather conditions, jump to another ship only to experience greater havoc on the open seas.","['ocean', 'florida', 'autism', 'key', 'yacht', 'ax', 'ship', 'ghost ship', 'murder', 'time loop', 'masked killer', 'blood', 'storm', 'throat slitting', 'single mother', 'heavy rain', 'axe murder', 'caribbean', 'attempted strangulation']",Released,['English'],"['Dan Films', 'UK Film Council', 'Pictures in Paradise', 'Pacific Film and Television Commission', 'Icon Entertainment International', 'Framestore', 'Triangle Films']","['Australia', 'United Kingdom']",12000000,0
2049,Troll Hunter,"['Fantasy', 'Horror']",2010-10-29,['André Øvredal'],"['Otto Jespersen', 'Hans Morten Hansen', 'Tomas Alf Larsen', 'Johanna Mørck', 'Knut Nærum', 'Robert Stoltenberg', 'Glenn Erland Tosterud']",6.7,583,12.982319,103.0,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.","['hunter', 'mountains', 'wilderness', 'adventure', 'forest', 'secret government organization', 'hunting trip', 'wildlife', 'conspiracy', 'troll', 'mockumentary', 'found footage', 'aftercreditsstinger']",Released,['Norsk'],"['Filmkameratene A/S', 'Film Fund FUZZ', 'SF Norge A/S']",['Norway'],3500000,4159678
2050,Tropic Thunder,"['Action', 'Comedy']",2008-08-09,['Ben Stiller'],"['Ben Stiller', 'Jack Black', 'Robert Downey Jr.', 'Nick Nolte', 'Steve Coogan', 'Jay Baruchel', 'Danny McBride', 'Brandon T. Jackson', 'Bill Hader', 'Brandon Soo Hoo', 'Reggie Lee', 'Trieu Tran', 'Matthew McConaughey', 'Tom Cruise', 'Jeff Kahn', 'Anthony Ruivivar', 'Eric Winzenried', 'Valerie Azlynn', 'Matt Levin', 'David Pressman', 'Amy Stiller', 'Dempsey Silva', 'Jeff Weidemann', 'Nadine Ellis', 'Rachel Avery', 'Darryl Farmer', 'Rod Tate', 'Maria Menounos', 'Tyra Banks', 'Christine Taylor', 'Jel Galiza', 'Andrea De Oliveira', 'Yvette Nicole Brown', 'J. Thomas Chon', 'Jacob Chon', 'Mini Anden', 'Mike Hoagland', 'Jon Voight', 'Jennifer Love Hewitt', 'Jason Bateman', 'Lance Bass', 'Alicia Silverstone', 'Don Abernathy', 'Linda Bella', 'Denise Bradley', 'Ella Christopher', 'Natalie Cohen', 'Larry Cruz', 'Angela Daun', 'Clark DeVol', 'Kaylee Dodson', 'Jasmine Dustin', 'David D. Espinoza', 'Eric Feliciano', 'Austin Honaker', 'Miko Hughes', 'Dave Johnson', 'Jillian Johnston', 'James Lew', 'Lesley Nicole Lewis', 'Fadhia Carmelle Marcelin', 'Anya Monzikova', 'Chad Mountain', 'Brittany Perry-Russell', 'Simon Rhee', 'DJ Rivers', 'Samantha Sadoff', 'Gaku Space', 'Becca Sweitzer', 'Kaye Marie Talise', 'Sandra Valladares', 'Julie Van', 'Jobeth Wagner', 'Tobey Maguire']",6.5,1667,43.192048,107.0,"Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn can’t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs.","['film making', 'satire', 'jungle', 'movie star', 'southeast asia', 'land mine', 'shackles', 'war filmmaking', 'duringcreditsstinger', 'blackface', 'method acting']",Released,"['English', '普通话']","['DreamWorks SKG', 'Goldcrest Pictures', 'Red Hour Films', 'Internationale Filmproduktion Stella-del-Sud Second']","['United States of America', 'United Kingdom', 'Germany']",92000000,188072649
2051,Trouble with the Curve,"['Drama', 'Romance']",2012-09-21,['Robert Lorenz'],"['Clint Eastwood', 'Amy Adams', 'Justin Timberlake', 'John Goodman', 'Matthew Lillard', 'Joe Massingill', 'Robert Patrick', 'Ed Lauter', 'Chelcie Ross', 'Peter Hermann', 'Matt Bush', 'Scott Eastwood', 'Jay Galloway', 'Bob Gunton', 'Jack Gilpin', 'George Wyner', 'James Patrick Freetly', 'Norma Alvarez', 'Rus Blackwell', 'Raymond Anthony Thomas', 'Josh Warren', 'Seth Meriwether', 'Bart Hansard', 'Patricia French', 'Tom Nowicki', 'Julia Walters', 'Tyler Silva', 'Darren Le Gallo', 'Clayton Landey', 'Matthew Brady', 'Jackie Prucha', 'Ricky Muse', 'Tom Dreesen', 'Carla Fisher', 'Kenny Alfonso', 'Sammy Blue', 'Brian F. Durkin', 'Nathan Wright', 'Ryan Patrick Williams', 'Xavier Floyd', 'Bud Selig', 'Cara Mantella', 'Polly Mitchell Giles', 'Lauren Henneberg', 'Jennifer Baskette-Ridings', 'Karen Ceesay']",6.6,366,18.587114,111.0,"Slowed by age and failing eyesight, crack baseball scout Gus Lobel takes his grown daughter along as he checks out the final prospect of his career. Along the way, the two renew their bond, and she catches the eye of a young player-turned-scout.","['women', 'baseball', 'pitcher', 'home run', 'aging', 'sport', 'talent-scout', 'cigar smoking', 'poor eyesight', 'boston red sox', 'draft', 'motel room', 'baseball scout', 'failing eyesight', 'blurry vision', 'blurred sight']",Released,['English'],"['Malpaso Productions', 'Warner Bros.']",['United States of America'],0,0
2052,Troy,"['Adventure', 'Drama', 'War']",2004-05-13,['Wolfgang Petersen'],"['Brad Pitt', 'Orlando Bloom', 'Eric Bana', 'Brian Cox', 'Sean Bean', 'Brendan Gleeson', 'Diane Kruger', ""Peter O'Toole"", 'Rose Byrne', 'Saffron Burrows', 'Garrett Hedlund', 'Vincent Regan', 'Julie Christie', 'Nathan Jones', 'John Shrapnel', 'James Cosmo', 'Nigel Terry', 'Julian Glover', 'Trevor Eve', 'Frankie Fitzgerald']",6.9,2759,66.803149,163.0,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.","['brother brother relationship', 'adultery', 'mythology', 'beauty', 'trojan war', 'bravery', 'wall', 'fraud', 'hostility', 'epic', 'sword fight', 'battlefield', 'ancient world', 'pyre', 'ancient greece', 'trojan horse', 'trojan', 'bronze age', 'sparta greece', 'helen of troy', ""homer's iliad""]",Released,['English'],"['Plan B Entertainment', 'Warner Bros.', 'Nimar Studios', 'Radiant Productions', 'Helena Productions', 'Latina Pictures']","['United States of America', 'Malta', 'United Kingdom']",175000000,497409852
2053,True Grit,"['Drama', 'Adventure', 'Western']",2010-12-22,"['Joel Coen', 'Ethan Coen']","['Jeff Bridges', 'Matt Damon', 'Josh Brolin', 'Barry Pepper', 'Hailee Steinfeld', 'Domhnall Gleeson', 'Bruce Green', 'Ed Lee Corbin', 'Roy Lee Jones', 'Paul Rae', 'Nicholas Sadler', 'Dakin Matthews', 'Elizabeth Marvel', 'Ruth Morris', 'Leon Russom', 'Jake Walker', 'Don Pirl', 'James Brolin', 'Jarlath Conroy', 'J.K. Simmons', 'Candyce Hinkle', 'Peter Leung', 'Joe Stevens', 'David Lipman', 'Orlando Smart', 'Ty Mitchell', 'Scott Sowers', 'Jonathan Joss', 'Maggie A. Goodman', 'Brandon Sanderson', 'Ruben Nakai Campana']",7.2,1668,49.292384,110.0,"Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.","['loss of father', 'father murder', 'texas ranger', 'alcoholism', 'betrayal']",Released,['English'],"['Paramount Pictures', 'Scott Rudin Productions', 'Mike Zoss Productions', 'Skydance Productions']",['United States of America'],38000000,252276927
2054,True Lies,"['Action', 'Thriller']",1994-07-14,['James Cameron'],"['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold', 'Bill Paxton', 'Tia Carrere', 'Art Malik', 'Eliza Dushku', 'Grant Heslov', 'Charlton Heston', 'Marshall Manesh']",6.8,1116,38.729418,141.0,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.","['spy', 'terrorist', 'florida', 'gun', 'kidnapping', 'horseback riding', 'florida keys', 'secret agent', 'terrorist plot', 'top secret', 'woman with glasses', 'hit with a telephone', 'truth serum', 'mushroom cloud', 'jackhammer', 'key west']",Released,"['English', 'Français', 'العربية', 'Deutsch']","['Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment']",['United States of America'],115000000,378882411
2055,True Romance,"['Action', 'Thriller', 'Crime', 'Romance']",1993-09-09,['Tony Scott'],"['Christian Slater', 'Patricia Arquette', 'Michael Rapaport', 'Bronson Pinchot', 'Gary Oldman', 'Dennis Hopper', 'Christopher Walken', 'Brad Pitt', 'Tom Sizemore', 'Samuel L. Jackson', 'Saul Rubinek', 'James Gandolfini', 'Frank Adonis', 'Paul Bates', 'Val Kilmer', 'Chris Penn', 'Anna Levine', 'Eric Allan Kramer', 'Conchata Ferrell', 'Victor Argo', 'Said Faraj', 'Gregory Sporleder', 'Maria Pitillo', 'Kevin Corrigan', 'Paul Ben-Victor', 'Michael Beach', ""Joe D'Angerio"", 'John Bower', 'John Cenatiempo', 'Patrick John Hurley', 'Dennis Garber', 'Scott Evers', 'Hilary Klym', 'Steve Gonzales', 'Laurence Mason', 'David Dean', 'April Freeman', 'Ed Lauter', 'Enzo Rossi', 'Nancy Young']",7.5,749,35.268557,120.0,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.","['father son relationship', 'film producer', 'mexican standoff', 'loss of father', 'cocaine', 'love', 'mafia', 'los angeles', 'drug', 'illegal prostitution', 'gun violence']",Released,"['English', 'Italiano']","['Davis-Films', 'August Entertainment', 'Warner Bros.', 'Morgan Creek Productions']",['United States of America'],12500000,12281551
2056,Trust,"['Crime', 'Drama', 'Thriller']",2010-09-10,['David Schwimmer'],"['Clive Owen', 'Catherine Keener', 'Liana Liberato', 'Jason Clarke', 'Viola Davis', 'Chris Henry Coffey', 'Spencer Curnutt', 'Aislinn DeButch', 'Noah Emmerich', 'Olivia Wickline', 'Zoe Levin', 'Zanny Laird', 'Yolanda Mendoza', 'Shenell Randall', 'Jordan Trovillion', 'Brandon Molale', 'Inga R. Wilson', 'Jennifer Kincer', 'Milica Govich ', 'Sarab Kamoo', 'Lise Lacasse', 'Joseph Sikora', 'Laura Niemi', 'Garrett Ryan', 'Noah Crawford', 'Jamal Johnson', 'Robert Axelrod', 'Anthonia Kitchen', 'Marty Bufalini', 'Ruth Crawford', 'Tristan Peach', 'Wallace Bridges']",6.6,307,21.230737,104.0,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.","['rape', 'obsession', 'lie', 'job', 'independent film', 'teenage girl', 'school', 'internet', 'best friend', 'counselor', 'internet chat', 'duringcreditsstinger', 'online chat', 'catfishing', 'online hookup', 'online predator']",Released,['English'],"['Nu Image Films', 'Millennium Films', 'Dark Harbor Stories']",['United States of America'],9500000,120000
2057,Tuck Everlasting,"['Fantasy', 'Drama', 'Science Fiction', 'Romance', 'Family']",2002-10-11,['Jay Russell'],"['Alexis Bledel', 'William Hurt', 'Sissy Spacek', 'Jonathan Jackson', 'Scott Bairstow', 'Ben Kingsley', 'Amy Irving', 'Victor Garber']",6.4,128,4.115398,90.0,"Natalie Babbitt's award winning book for children comes to the screen in a lavish adaptation from Walt Disney Pictures. Winnie Foster (Alexis Bledel) is a girl in her early teens growing up in the small rural town of Winesap in 1914. Winnie's parents (Victor Garber and Amy Irving) are loving but overprotective, and Winnie longs for a life of greater freedom and adventure.",['Unspecified'],Released,"['English', 'Français']",['Walt Disney Pictures'],['United States of America'],0,0
2058,Tucker and Dale vs Evil,"['Comedy', 'Horror']",2010-01-22,['Eli Craig'],"['Alan Tudyk', 'Tyler Labine', 'Katrina Bowden', 'Jesse Moss', 'Philip Granger', 'Brandon Jay McLaren', 'Christie Laing', 'Chelan Simmons', 'Travis Nelson', 'Alex Arsenault', 'Adam Beauchesne', 'Joseph Allan Sutherland', 'Karen Reigh', 'Tye Evans', 'Bill Baksa']",7.3,847,19.940245,89.0,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.","['cabin', 'chainsaw', 'hillbilly', 'body in chipper', 'cut off jeans']",Released,['English'],['Eden Rock Media'],"['Canada', 'United States of America']",5000000,5476793
2059,Turbo,"['Animation', 'Family']",2013-07-11,['David Soren'],"['Ryan Reynolds', 'Paul Giamatti', 'Michael Peña', 'Samuel L. Jackson', 'Luis Guzmán', 'Bill Hader', 'Snoop Dogg', 'Maya Rudolph', 'Ben Schwartz', 'Richard Jenkins', 'Ken Jeong', 'Michelle Rodriguez']",6.1,1074,44.765377,96.0,The tale of an ordinary garden snail who dreams of winning the Indy 500.,"['underdog', 'car race', 'dream', 'speed', 'power', 'snail', 'fast', 'friends', 'superpower', 'racer']",Released,['English'],['DreamWorks Animation'],['United States of America'],135000000,282570682
2060,Twilight Zone: The Movie,"['Drama', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",1983-06-24,"['Steven Spielberg', 'Joe Dante', 'John Landis', 'George Miller']","['Albert Brooks', 'Vic Morrow', 'John Larroquette', 'John Lithgow', 'Dan Aykroyd', 'Scatman Crothers', 'Donna Dixon', 'Bill Mumy', 'Burgess Meredith', 'Rod Serling', 'Kathleen Quinlan', 'Dick Miller', 'Al Leong', 'Helen Shaw', 'Priscilla Pointer', 'Nancy Cartwright', 'Cherie Currie', 'Christina Nigra', 'Kevin McCarthy']",6.2,161,12.902975,101.0,"Four directors collaborated to remake four episodes of the popular television series 'The Twilight Zone' for this movie. The episodes are updated slightly and in color (the television show was in black-and-white), but very true to the originals, where eerie and disturbing situations gradually spin out of control. ""A Quality of Mercy"", ""Kick the Can"", ""It's a Good Life"", and ""Nightmare at 20,000 Feet"".","['nazis', 'anthology', 'remake', 'twilight zone']",Released,"['English', 'Français', 'Deutsch', 'Tiếng Việt']",['Warner Bros.'],['United States of America'],10000000,29450919
2061,Twister,"['Action', 'Adventure', 'Drama']",1996-05-10,['Jan de Bont'],"['Helen Hunt', 'Bill Paxton', 'Cary Elwes', 'Jami Gertz', 'Philip Seymour Hoffman', 'Lois Smith', 'Alan Ruck', 'Sean Whalen', 'Scott Thomson', 'Todd Field', 'Joey Slotnick', 'Wendle Josepher', 'Jeremy Davies', 'Zach Grenier', 'Gregory Sporleder', 'Alexa PenaVega']",6.1,950,32.079995,113.0,"TV weatherman Bill Harding is trying to get his tornado-hunter wife, Jo, to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature, in the form of a series of intense storms sweeping across Oklahoma, has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados.","['wife husband relationship', 'tornado', 'twister', 'oklahoma', 'metereologist', 'invention', 'climate', 'barn', 'natural disaster', 'cow', 'truck', 'disaster', 'aunt niece relationship', 'storm chaser', 'divorce']",Released,['English'],"['Universal Pictures', 'Amblin Entertainment', 'Warner Bros.', 'Constant c Productions']",['United States of America'],92000000,494471524
2062,Two Brothers,"['Adventure', 'Drama', 'Family']",2004-04-07,['Jean-Jacques Annaud'],"['Maï Anh Le', 'Guy Pearce', 'Oanh Nguyen', ""Jaran 'See Tao' Petcharoen"", 'Stéphanie Lagarde', 'Jean-Claude Dreyfus', 'Philippine Leroy-Beaulieu', 'Vincent Scarito', 'Moussa Maaskri', 'Freddie Highmore', 'Bernard Flavien', 'Annop Varapanya', 'David Gant', 'Teerawat Mulvilai', 'Somjin Chimwong']",6.9,180,8.884318,109.0,"Two tigers are separated as cubs and taken into captivity, only to be reunited years later as enemies by an explorer (Pearce) who inadvertently forces them to fight each other.","['brother brother relationship', 'loss of brother', 'cambodia', 'chase', 'tiger', 'governor', 'royalty', 'travelling circus', 'archaeologist']",Released,"['English', 'Français', 'ภาษาไทย']","['Pathé Renn Productions', 'TF1 Films Production', 'Canal+', 'Pathe', 'Two Brothers Productions']","['France', 'United Kingdom']",74500000,62172050
2063,Two Lovers,"['Drama', 'Romance']",2008-11-19,['James Gray'],"['Joaquin Phoenix', 'Gwyneth Paltrow', 'Isabella Rossellini', 'Vinessa Shaw', 'Moni Moshonov', 'Elias Koteas', 'Bob Ari', 'David Ross', 'Anne Joyce', 'Elliot Villar', 'Craig Walker', 'Carmen M. Herlihy', 'Donald John Hewitt', 'Christian Albrizo', 'Julie Budd', 'Iain J. Bopp', 'Samantha Ivers', 'Jeanine Serralles', 'Miguel Rivera', 'Clinton C. Ingram', 'Doug Wright', 'Shiran Nicholson', 'Marion McCorry', 'Saidah Arrika Ekulona', 'David Cale', 'Sy Fader', 'Joel Horwitz', 'John Baker', 'Kathryn Gerhardt', 'Luis Dalmasy Jr.', 'Alex Felix', 'Geronimo Frias, Jr.', 'Mari Koda', 'Pedro Morillo Jr.', 'Anthony Ramos', 'Diosmer Reynoso', 'Edwige Sam', 'Franco Bulaon', 'Renee Fishman', 'Bianca Giancoli', 'Nick Gillie', 'Andrew Ginsburg', 'Brian Hopson', 'RJ Konner', 'Evan Lewis', 'Uzimann', 'Mark Vincent']",6.6,154,8.290636,110.0,A depressed man moves back in with his parents following a recent heartbreak.,"[""love of one's life"", 'neighbor']",Released,['English'],"['2929 Productions', 'Wild Bunch', 'Tempesta Films']","['France', 'United States of America']",12000000,3148182
2064,U-571,"['Action', 'Drama', 'Thriller', 'War']",2000-04-20,['Jonathan Mostow'],"['Matthew McConaughey', 'Bill Paxton', 'Harvey Keitel', 'Jon Bon Jovi', 'David Keith', 'Thomas Kretschmann', 'Jake Weber', 'Jack Noseworthy', 'Tom Guiry', 'Will Estes', ""Terrence 'T.C.' Carson""]",6.1,340,18.096884,116.0,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.","['submarine', 'world war ii', 'north atlantic', 'mission']",Released,"['English', 'Français', 'Deutsch', 'Pусский']","['Universal Pictures', 'Canal Plus', 'Dino De Laurentiis Company']","['France', 'United States of America']",62000000,127666415
